date,batter,pitcher,game,arch,hit_hr,pit_hr,park,wx,supp,pa_hr,hr_prob,fair,Batter,Pitcher,slot,pos,gtime,gstart_ms,upcoming,proj
2026-08-02,670541,677958,TEX@HOU,Inside Breaking Ball Specialist (LH),6.4,3.0,1.005,1.0,1.04,6.574,26.9,272,Yordan Álvarez,Kumar Rocker,2.0,LF,2:10p,1785694200000.0,False,False
2026-08-02,695506,607536,KC@COL,Middle Fastball Crusher (LH),4.17,4.24,0.966,1.034,1.12,6.49,26.0,285,Jac Caglianone,Kyle Freeland,3.0,RF,3:10p,1785697800000.0,False,False
2026-08-02,695657,643377,CWS@TB,Oppo Fastball Hunter (LH),5.14,3.45,1.0,1.0,1.054,6.127,24.6,307,Colson Montgomery,Griffin Jax,4.0,SS,1:40p,1785692400000.0,False,False
2026-08-02,575929,686218,BOS@LAD,Middle Slider Crusher,4.94,3.95,1.001,1.0,0.954,6.103,24.5,308,Willson Contreras,Emmet Sheehan,4.0,1B,7:20p,1785712800000.0,True,False
2026-08-02,691406,641743,CWS@TB,Oppo Fastball Hunter,5.58,3.01,1.0,1.0,1.095,6.023,24.3,311,Junior Caminero,Anthony Kay,3.0,3B,1:40p,1785692400000.0,False,False
2026-08-02,695600,607536,KC@COL,Middle Fastball Crusher (LH),3.51,4.24,0.966,1.034,1.12,5.455,23.3,330,Carter Jensen,Kyle Freeland,1.0,DH,3:10p,1785697800000.0,False,False
2026-08-02,666160,607625,KC@COL,Inside Breaking Ball Specialist (LH),5.26,2.9,0.956,1.034,1.117,5.523,23.0,335,Mickey Moniak,Seth Lugo,2.0,LF,3:10p,1785697800000.0,False,False
2026-08-02,521692,607536,KC@COL,Middle Fastball Crusher,3.51,4.24,0.963,1.034,1.12,5.443,22.1,352,Salvador Pérez,Kyle Freeland,4.0,1B,3:10p,1785697800000.0,False,False
2026-08-02,678246,643377,CWS@TB,Middle Fastball Crusher,4.47,3.45,1.0,1.0,1.054,5.336,21.8,358,Miguel Vargas,Griffin Jax,3.0,3B,1:40p,1785692400000.0,False,False
2026-08-02,656941,680694,PHI@BAL,Middle Slider Crusher (LH),6.25,2.55,1.015,1.005,0.979,5.204,21.8,359,Kyle Schwarber,Kyle Bradish,2.0,DH,1:35p,1785692100000.0,False,False
2026-08-02,700932,518876,AZ@CLE,Middle Slider Crusher (LH),3.53,4.25,1.006,0.993,1.12,5.504,21.6,364,Kyle Manzardo,Merrill Kelly,5.0,1B,1:40p,1785692400000.0,False,False
2026-08-02,686527,671737,MIN@SEA,Middle Slider Crusher (LH),4.98,3.3,1.0,1.0,0.958,5.156,21.1,373,Dominic Canzone,Taj Bradley,3.0,DH,4:10p,1785701400000.0,False,False
2026-08-02,672356,518876,AZ@CLE,Middle Fastball Crusher,3.52,4.25,1.015,0.993,1.12,5.539,20.1,398,Gabriel Arias,Merrill Kelly,7.0,3B,1:40p,1785692400000.0,False,False
2026-08-02,668709,656605,PIT@CIN,Middle Fastball Crusher (LH),4.87,2.76,1.011,0.996,1.093,4.849,20.0,400,Jj Bleday,Mitch Keller,3.0,LF,1:40p,1785692400000.0,False,False
2026-08-02,671056,453286,STL@TOR,Middle Slider Crusher,2.57,5.09,1.009,1.0,1.12,4.843,19.9,403,Iván Herrera,Max Scherzer,4.0,C,1:37p,1785692220000.0,False,False
2026-08-02,572233,677958,TEX@HOU,Middle Slider Crusher,4.53,3.0,1.034,1.0,1.04,4.791,19.7,408,Christian Walker,Kumar Rocker,4.0,1B,2:10p,1785694200000.0,False,False
2026-08-02,543807,669461,STL@TOR,Middle Fastball Crusher,3.32,3.87,1.009,1.0,1.096,4.656,19.2,421,George Springer,Matthew Liberatore,4.0,LF,1:37p,1785692220000.0,False,False
2026-08-02,606466,668909,AZ@CLE,Inside Breaking Ball Specialist,3.83,3.75,1.018,0.993,0.973,4.626,19.1,425,Ketel Marte,Gavin Williams,4.0,DH,1:40p,1785692400000.0,False,False
2026-08-02,701398,656605,PIT@CIN,Middle Fastball Crusher,4.46,2.76,1.011,0.996,1.093,4.436,18.8,431,Sal Stewart,Mitch Keller,2.0,1B,1:40p,1785692400000.0,False,False
2026-08-02,693307,695611,DET@ATH,Middle Slider Crusher,4.87,2.76,1.006,1.018,0.98,4.429,18.8,432,Dillon Dingler,Gage Jump,2.0,DH,4:05p,1785701100000.0,False,False
2026-08-02,665953,702275,WSH@ATL,Inside Breaking Ball Specialist,4.47,3.51,0.99,1.032,1.065,5.597,18.6,436,Andrés Chaparro,Jr Ritchie,9.0,1B,1:35p,1785692100000.0,False,False
2026-08-02,663457,453286,STL@TOR,Inside Breaking Ball Specialist (LH),2.24,5.09,1.003,1.0,1.12,4.185,18.3,447,Lars Nootbaar,Max Scherzer,1.0,RF,1:37p,1785692220000.0,False,False
2026-08-02,624413,554430,PHI@BAL,Oppo Fastball Hunter,4.41,3.22,1.015,1.005,0.9,4.268,18.2,450,Pete Alonso,Zack Wheeler,2.0,1B,1:35p,1785692100000.0,False,False
2026-08-02,665161,677958,TEX@HOU,Middle Fastball Crusher,3.96,3.0,1.034,1.0,1.04,4.179,18.2,448,Jeremy Peña,Kumar Rocker,1.0,DH,2:10p,1785694200000.0,False,False
2026-08-02,686611,702275,WSH@ATL,Middle Fastball Crusher,3.44,3.51,0.991,1.032,1.065,4.31,17.9,457,Dylan Crews,Jr Ritchie,3.0,CF,1:35p,1785692100000.0,False,False
2026-08-02,682829,656605,PIT@CIN,Middle Fastball Crusher,4.09,2.76,1.011,0.996,1.093,4.066,17.8,462,Elly De La Cruz,Mitch Keller,1.0,SS,1:40p,1785692400000.0,False,False
2026-08-02,665019,669923,MIN@SEA,Middle Fastball Crusher (LH),4.44,3.03,1.0,1.0,0.968,4.265,17.7,465,Kody Clemens,George Kirby,4.0,2B,4:10p,1785701400000.0,False,False
2026-08-02,682998,668909,AZ@CLE,Oppo Fastball Hunter (LH),3.36,3.75,1.011,0.993,0.973,4.027,17.6,467,Corbin Carroll,Gavin Williams,1.0,RF,1:40p,1785692400000.0,False,False
2026-08-02,665877,453286,STL@TOR,Middle Slider Crusher,2.56,5.09,1.009,1.0,1.12,4.812,17.6,467,José Fermín,Max Scherzer,7.0,2B,1:37p,1785692220000.0,False,False
2026-08-02,680777,669923,MIN@SEA,Middle Fastball Crusher,4.24,3.03,1.002,1.0,0.968,4.081,17.4,474,Ryan Jeffers,George Kirby,2.0,C,4:10p,1785701400000.0,False,False
2026-08-02,621566,676917,WSH@ATL,Middle Fastball Crusher (LH),5.55,2.23,1.009,1.032,0.983,4.152,17.3,477,Matt Olson,Cade Cavalli,3.0,1B,1:35p,1785692100000.0,False,False
2026-08-02,677800,686218,BOS@LAD,Inside Breaking Ball Specialist (LH),3.33,3.95,0.995,1.0,0.954,4.095,17.1,485,Wilyer Abreu,Emmet Sheehan,3.0,RF,7:20p,1785712800000.0,True,False
2026-08-02,664040,695505,PIT@CIN,Middle Fastball Crusher (LH),4.59,2.91,1.011,0.996,0.9,3.959,17.0,490,Brandon Lowe,Chase Burns,2.0,2B,1:40p,1785692400000.0,False,False
2026-08-02,665862,607067,NYY@CHC,Middle Fastball Crusher (LH),3.74,3.39,0.976,0.962,1.12,4.37,16.9,492,Jazz Chisholm,Colin Rea,6.0,2B,2:20p,1785694800000.0,False,False
2026-08-02,678882,686218,BOS@LAD,Middle Slider Crusher,3.18,3.95,1.001,1.0,0.954,3.927,16.8,494,Ceddanne Rafaela,Emmet Sheehan,2.0,CF,7:20p,1785712800000.0,True,False
2026-08-02,663757,607067,NYY@CHC,Oppo Fastball Hunter (LH),3.08,3.39,0.978,0.962,1.12,3.609,15.9,528,Trent Grisham,Colin Rea,1.0,CF,2:20p,1785694800000.0,False,False
2026-08-02,663993,656605,PIT@CIN,Oppo Fastball Hunter (LH),3.99,2.76,1.011,0.996,1.093,3.965,15.9,528,Nathaniel Lowe,Mitch Keller,5.0,DH,1:40p,1785692400000.0,False,False
2026-08-02,695734,702275,WSH@ATL,Inside Breaking Ball Specialist (LH),2.88,3.51,1.009,1.032,1.065,3.676,15.8,532,Daylen Lile,Jr Ritchie,2.0,LF,1:35p,1785692100000.0,False,False
2026-08-02,679529,695611,DET@ATH,Middle Fastball Crusher,4.29,2.76,1.006,1.018,0.98,3.895,15.7,538,Spencer Torkelson,Gage Jump,5.0,1B,4:05p,1785701100000.0,False,False
2026-08-02,643217,643377,CWS@TB,High Zone Fastball Hitter (LH),3.22,3.45,1.0,1.0,1.054,3.835,15.4,547,Andrew Benintendi,Griffin Jax,5.0,DH,1:40p,1785692400000.0,False,False
2026-08-02,677594,671737,MIN@SEA,Middle Fastball Crusher,3.52,3.3,1.002,1.0,0.958,3.656,15.3,553,Julio Rodríguez,Taj Bradley,4.0,CF,4:10p,1785701400000.0,False,False
2026-08-02,679845,607536,KC@COL,Oppo Fastball Hunter,2.27,4.24,0.966,1.034,1.12,3.535,15.3,556,Nick Loftin,Kyle Freeland,2.0,2B,3:10p,1785697800000.0,False,False
2026-08-02,547180,680694,PHI@BAL,Middle Fastball Crusher (LH),4.36,2.55,1.015,1.005,0.979,3.637,15.3,553,Bryce Harper,Kyle Bradish,3.0,1B,1:35p,1785692100000.0,False,False
2026-08-02,686948,676917,WSH@ATL,Oppo Fastball Hunter (LH),4.61,2.23,1.0,1.032,0.983,3.422,15.2,560,Drake Baldwin,Cade Cavalli,1.0,C,1:35p,1785692100000.0,False,False
2026-08-02,650490,641743,CWS@TB,Oppo Fastball Hunter,3.19,3.01,1.0,1.0,1.095,3.442,15.2,556,Yandy Díaz,Anthony Kay,1.0,DH,1:40p,1785692400000.0,False,False
2026-08-02,664023,543037,NYY@CHC,Middle Fastball Crusher,3.71,3.63,0.978,0.962,0.9,3.737,15.1,563,Ian Happ,Gerrit Cole,5.0,LF,2:20p,1785694800000.0,False,False
2026-08-02,672386,669461,STL@TOR,Oppo Fastball Hunter,2.56,3.87,1.004,1.0,1.096,3.578,14.5,591,Alejandro Kirk,Matthew Liberatore,5.0,C,1:37p,1785692220000.0,False,False
2026-08-02,660271,687562,BOS@LAD,Middle Fastball Crusher (LH),4.72,2.36,0.996,1.0,0.9,3.271,14.5,588,Shohei Ohtani,Jake Bennett,1.0,DH,7:20p,1785712800000.0,True,False
2026-08-02,683002,554430,PHI@BAL,Middle Slider Crusher (LH),3.47,3.22,1.015,1.005,0.9,3.357,14.2,604,Gunnar Henderson,Zack Wheeler,3.0,SS,1:35p,1785692100000.0,False,False
2026-08-02,677587,518876,AZ@CLE,Middle Slider Crusher (LH),2.33,4.25,1.006,0.993,1.12,3.629,14.2,605,Brayan Rocchio,Merrill Kelly,6.0,SS,1:40p,1785692400000.0,False,False
2026-08-02,641680,672456,DET@ATH,Middle Slider Crusher (LH),4.11,2.63,1.009,1.018,0.918,3.334,14.1,608,Jonah Heim,Keider Montero,3.0,C,4:05p,1785701100000.0,False,False
2026-08-02,672275,518876,AZ@CLE,Inside Breaking Ball Specialist (LH),2.5,4.25,1.008,0.993,1.12,3.9,14.0,616,Patrick Bailey,Merrill Kelly,8.0,C,1:40p,1785692400000.0,False,False
2026-08-02,668227,671737,MIN@SEA,Oppo Fastball Hunter,3.12,3.3,1.0,1.0,0.958,3.231,14.0,613,Randy Arozarena,Taj Bradley,2.0,LF,4:10p,1785701400000.0,False,False
2026-08-02,691176,607067,NYY@CHC,Middle Fastball Crusher (LH),2.96,3.39,0.976,0.962,1.12,3.465,14.0,612,Jasson Domínguez,Colin Rea,5.0,RF,2:20p,1785694800000.0,False,False
2026-08-02,677592,643377,CWS@TB,Middle Fastball Crusher,3.27,3.45,1.0,1.0,1.054,3.896,13.9,617,Everson Pereira,Griffin Jax,8.0,RF,1:40p,1785692400000.0,False,False
2026-08-02,669394,663567,TEX@HOU,Middle Fastball Crusher,4.14,2.69,1.034,1.0,0.912,3.437,13.9,618,Jake Burger,Peter Lambert,5.0,1B,2:10p,1785694200000.0,False,False
2026-08-02,691016,672456,DET@ATH,Middle Fastball Crusher (LH),3.88,2.63,1.009,1.018,0.918,3.153,13.7,630,Tyler Soderstrom,Keider Montero,2.0,LF,4:05p,1785701100000.0,False,False
2026-08-02,671739,676917,WSH@ATL,Middle Fastball Crusher (LH),4.33,2.23,1.009,1.032,0.983,3.244,13.7,630,Michael Harris,Cade Cavalli,4.0,CF,1:35p,1785692100000.0,False,False
2026-08-02,650489,607625,KC@COL,Middle Fastball Crusher,3.17,2.9,0.963,1.034,1.117,3.355,13.6,634,Willi Castro,Seth Lugo,5.0,3B,3:10p,1785697800000.0,False,False
2026-08-02,608369,663567,TEX@HOU,Middle Slider Crusher (LH),3.95,2.69,1.004,1.0,0.912,3.187,13.5,639,Corey Seager,Peter Lambert,3.0,SS,2:10p,1785694200000.0,False,False
2026-08-02,686797,669923,MIN@SEA,Middle Fastball Crusher,3.57,3.03,1.002,1.0,0.968,3.432,13.5,643,Brooks Lee,George Kirby,6.0,3B,4:10p,1785701400000.0,False,False
2026-08-02,621020,543037,NYY@CHC,Middle Fastball Crusher,3.7,3.63,0.978,0.962,0.9,3.724,13.4,648,Dansby Swanson,Gerrit Cole,8.0,SS,2:20p,1785694800000.0,False,False
2026-08-02,655316,686218,BOS@LAD,Middle Slider Crusher,2.88,3.95,1.001,1.0,0.954,3.555,13.3,653,Andruw Monasterio,Emmet Sheehan,7.0,SS,7:20p,1785712800000.0,True,False
2026-08-02,664983,607625,KC@COL,Middle Fastball Crusher (LH),2.81,2.9,0.966,1.034,1.117,2.984,13.3,651,Jake Mccarthy,Seth Lugo,1.0,DH,3:10p,1785697800000.0,False,False
2026-08-02,656775,641743,CWS@TB,Middle Slider Crusher (LH),3.43,3.01,1.0,1.0,1.095,3.699,13.3,653,Cedric Mullins,Anthony Kay,8.0,CF,1:40p,1785692400000.0,False,False
2026-08-02,514888,677958,TEX@HOU,Middle Fastball Crusher,3.17,3.0,1.034,1.0,1.04,3.35,13.2,660,José Altuve,Kumar Rocker,6.0,2B,2:10p,1785694200000.0,False,False
2026-08-02,668904,669923,MIN@SEA,Middle Fastball Crusher,3.39,3.03,1.002,1.0,0.968,3.257,13.2,655,Royce Lewis,George Kirby,5.0,1B,4:10p,1785701400000.0,False,False
2026-08-02,702332,686218,BOS@LAD,Middle Fastball Crusher,2.71,3.95,1.001,1.0,0.954,3.351,13.2,660,Caleb Durbin,Emmet Sheehan,6.0,3B,7:20p,1785712800000.0,True,False
2026-08-02,666211,677958,TEX@HOU,Oppo Fastball Hunter (LH),3.09,3.0,1.025,1.0,1.04,3.241,13.2,659,Taylor Trammell,Kumar Rocker,5.0,CF,2:10p,1785694200000.0,False,False
2026-08-02,677588,702275,WSH@ATL,Middle Fastball Crusher (LH),2.61,3.51,1.009,1.032,1.065,3.327,13.1,665,José Tena,Jr Ritchie,6.0,DH,1:35p,1785692100000.0,False,False
2026-08-02,680776,686218,BOS@LAD,Middle Fastball Crusher (LH),2.97,3.95,0.996,1.0,0.954,3.653,13.1,662,Jarren Duran,Emmet Sheehan,8.0,LF,7:20p,1785712800000.0,True,False
2026-08-02,663728,671737,MIN@SEA,Middle Slider Crusher,3.2,3.3,1.002,1.0,0.958,3.321,13.0,667,Cal Raleigh,Taj Bradley,6.0,C,4:10p,1785701400000.0,False,False
2026-08-02,642715,606996,SF@SD,Middle Fastball Crusher,3.86,2.71,1.007,1.02,0.921,3.238,12.7,685,Willy Adames,Kyle Hart,6.0,SS,4:10p,1785701400000.0,False,False
2026-08-02,694374,668909,AZ@CLE,Inside Breaking Ball Specialist,2.8,3.75,1.018,0.993,0.973,3.374,12.6,691,Tim Tawa,Gavin Williams,7.0,CF,1:40p,1785692400000.0,False,False
2026-08-02,676609,607067,NYY@CHC,Middle Fastball Crusher,2.99,3.39,0.978,0.962,1.12,3.502,12.6,693,José Caballero,Colin Rea,8.0,SS,2:20p,1785694800000.0,False,False
2026-08-02,701358,677958,TEX@HOU,Middle Fastball Crusher,3.17,3.0,1.034,1.0,1.04,3.347,12.5,697,Cam Smith,Kumar Rocker,7.0,RF,2:10p,1785694200000.0,False,False
2026-08-02,605137,669923,MIN@SEA,Middle Fastball Crusher (LH),3.03,3.03,1.0,1.0,0.968,2.908,12.4,706,Josh Bell,George Kirby,3.0,DH,4:10p,1785701400000.0,False,False
2026-08-02,682622,656605,PIT@CIN,Inside Breaking Ball Specialist,3.3,2.76,1.012,0.996,1.093,3.284,12.3,712,Noelvi Marte,Mitch Keller,7.0,RF,1:40p,1785692400000.0,False,False
2026-08-02,664034,694738,SF@SD,Inside Breaking Ball Specialist,4.73,2.01,0.999,1.02,0.917,2.909,12.3,710,Ty France,Landen Roupp,4.0,1B,4:10p,1785701400000.0,False,False
2026-08-02,607208,680694,PHI@BAL,Middle Fastball Crusher,3.29,2.55,1.006,1.005,0.979,2.716,12.2,721,Trea Turner,Kyle Bradish,1.0,SS,1:35p,1785692100000.0,False,False
2026-08-02,592518,694738,SF@SD,Middle Slider Crusher,4.6,2.01,1.007,1.02,0.917,2.851,12.2,721,Manny Machado,Landen Roupp,3.0,DH,4:10p,1785701400000.0,False,False
2026-08-02,682626,645261,MIA@NYM,Oppo Fastball Hunter,3.98,2.78,0.99,1.044,0.953,3.564,12.2,720,Francisco Álvarez,Sandy Alcántara,9.0,C,1:40p,1785692400000.0,False,False
2026-08-02,571970,687562,BOS@LAD,Oppo Fastball Hunter (LH),4.87,2.36,1.001,1.0,0.9,3.394,12.2,717,Max Muncy,Jake Bennett,8.0,3B,7:20p,1785712800000.0,True,False
2026-08-02,663886,656605,PIT@CIN,Middle Fastball Crusher,2.78,2.76,1.011,0.996,1.093,2.763,11.8,750,Tyler Stephenson,Mitch Keller,4.0,C,1:40p,1785692400000.0,False,False
2026-08-02,669224,607067,NYY@CHC,Oppo Fastball Hunter (LH),2.92,3.39,0.978,0.962,1.12,3.422,11.7,752,Austin Wells,Colin Rea,9.0,C,2:20p,1785694800000.0,False,False
2026-08-02,687462,695505,PIT@CIN,Middle Slider Crusher (LH),3.29,2.91,1.011,0.996,0.9,2.841,11.6,760,Spencer Horwitz,Chase Burns,5.0,1B,1:40p,1785692400000.0,False,False
2026-08-02,668804,695505,PIT@CIN,Middle Fastball Crusher,3.07,2.91,1.011,0.996,0.9,2.648,11.3,781,Bryan Reynolds,Chase Burns,3.0,DH,1:40p,1785692400000.0,False,False
2026-08-02,662139,669461,STL@TOR,Oppo Fastball Hunter (LH),2.21,3.87,1.009,1.0,1.096,3.098,11.2,791,Daulton Varsho,Matthew Liberatore,8.0,CF,1:37p,1785692220000.0,False,False
2026-08-02,516782,607536,KC@COL,Middle Fastball Crusher,1.75,4.24,0.963,1.034,1.12,2.717,11.1,797,Starling Marte,Kyle Freeland,5.0,LF,3:10p,1785697800000.0,False,False
2026-08-02,650402,695611,DET@ATH,Middle Fastball Crusher,2.7,2.76,1.006,1.018,0.98,2.453,11.1,804,Gleyber Torres,Gage Jump,1.0,2B,4:05p,1785701100000.0,False,False
2026-08-02,673357,645261,MIA@NYM,Inside Breaking Ball Specialist,3.02,2.78,0.991,1.044,0.953,2.708,11.1,800,Luis Robert,Sandy Alcántara,5.0,CF,1:40p,1785692400000.0,False,False
2026-08-02,702616,554430,PHI@BAL,Middle Slider Crusher (LH),2.77,3.22,1.015,1.005,0.9,2.68,11.0,809,Jackson Holliday,Zack Wheeler,5.0,2B,1:35p,1785692100000.0,False,False
2026-08-02,691026,453286,STL@TOR,Middle Slider Crusher,1.42,5.09,1.009,1.0,1.12,2.667,11.0,813,Masyn Winn,Max Scherzer,5.0,SS,1:37p,1785692220000.0,False,False
2026-08-02,605141,687562,BOS@LAD,Inside Breaking Ball Specialist,3.84,2.36,1.001,1.0,0.9,2.674,11.0,811,Mookie Betts,Jake Bennett,5.0,SS,7:20p,1785712800000.0,True,False
2026-08-02,543760,645261,MIA@NYM,Middle Fastball Crusher,3.24,2.78,0.991,1.044,0.953,2.904,11.0,813,Marcus Semien,Sandy Alcántara,7.0,2B,1:40p,1785692400000.0,False,False
2026-08-02,665926,669461,STL@TOR,Middle Slider Crusher (LH),2.26,3.87,1.004,1.0,1.096,3.154,10.9,822,Andrés Giménez,Matthew Liberatore,9.0,SS,1:37p,1785692220000.0,False,False
2026-08-02,645277,676917,WSH@ATL,Middle Fastball Crusher,3.6,2.23,0.991,1.032,0.983,2.65,10.9,819,Ozzie Albies,Cade Cavalli,5.0,2B,1:35p,1785692100000.0,False,False
2026-08-02,671218,606996,SF@SD,Inside Breaking Ball Specialist,3.03,2.71,0.999,1.02,0.921,2.52,10.8,824,Heliot Ramos,Kyle Hart,3.0,LF,4:10p,1785701400000.0,False,False
2026-08-02,664761,680694,PHI@BAL,Oppo Fastball Hunter,3.0,2.55,1.015,1.005,0.979,2.497,10.7,837,Alec Bohm,Kyle Bradish,4.0,3B,1:35p,1785692100000.0,False,False
2026-08-02,681297,554430,PHI@BAL,Middle Fastball Crusher (LH),3.05,3.22,1.015,1.005,0.9,2.949,10.7,834,Colton Cowser,Zack Wheeler,8.0,CF,1:35p,1785692100000.0,False,False
2026-08-02,666176,694819,MIL@LAA,Middle Slider Crusher,3.43,2.41,1.003,1.047,0.9,2.552,10.5,853,Jo Adell,Jacob Misiorowski,5.0,RF,3:15p,1785698100000.0,False,False
2026-08-02,807799,686218,BOS@LAD,Middle Fastball Crusher (LH),2.07,3.95,0.996,1.0,0.954,2.547,10.5,854,Masataka Yoshida,Emmet Sheehan,5.0,DH,7:20p,1785712800000.0,True,False
2026-08-02,665489,669461,STL@TOR,Oppo Fastball Hunter,1.71,3.87,1.004,1.0,1.096,2.388,10.5,851,Vladimir Guerrero,Matthew Liberatore,2.0,DH,1:37p,1785692220000.0,False,False
2026-08-02,608324,543037,NYY@CHC,Oppo Fastball Hunter,2.38,3.63,0.976,0.962,0.9,2.393,10.3,875,Alex Bregman,Gerrit Cole,4.0,3B,2:20p,1785694800000.0,False,False
2026-08-02,666139,694819,MIL@LAA,Middle Fastball Crusher (LH),3.57,2.41,1.006,1.047,0.9,2.665,9.7,930,Josh Lowe,Jacob Misiorowski,8.0,CF,3:15p,1785698100000.0,False,False
2026-08-02,677649,663567,TEX@HOU,Middle Fastball Crusher,3.09,2.69,1.034,1.0,0.912,2.568,9.7,927,Ezequiel Duran,Peter Lambert,7.0,3B,2:10p,1785694200000.0,False,False
2026-08-02,543877,677958,TEX@HOU,Middle Slider Crusher,2.59,3.0,1.034,1.0,1.04,2.741,9.5,955,Christian Vázquez,Kumar Rocker,9.0,C,2:10p,1785694200000.0,False,False
2026-08-02,518692,687562,BOS@LAD,Middle Fastball Crusher (LH),3.18,2.36,0.996,1.0,0.9,2.203,9.5,956,Freddie Freeman,Jake Bennett,4.0,1B,7:20p,1785712800000.0,True,False
2026-08-02,668670,554430,PHI@BAL,Middle Fastball Crusher,2.84,3.22,1.006,1.005,0.9,2.722,9.4,962,Jake Rogers,Zack Wheeler,9.0,C,1:35p,1785692100000.0,False,False
2026-08-02,694192,700712,MIL@LAA,Middle Fastball Crusher,3.57,1.92,1.003,1.047,0.9,2.121,9.4,965,Jackson Chourio,Walbert Ureña,2.0,LF,3:15p,1785698100000.0,False,False
2026-08-02,665966,686218,BOS@LAD,Middle Slider Crusher,2.12,3.95,1.001,1.0,0.954,2.623,9.1,1001,Carlos Narváez,Emmet Sheehan,9.0,C,7:20p,1785712800000.0,True,False
2026-08-02,666126,672456,DET@ATH,Middle Slider Crusher (LH),2.82,2.63,1.009,1.018,0.918,2.29,9.1,994,Carlos Cortes,Keider Montero,6.0,DH,4:05p,1785701100000.0,False,False
2026-08-02,668930,700712,MIL@LAA,Inside Breaking Ball Specialist (LH),3.3,1.92,1.002,1.047,0.9,1.96,8.9,1021,Brice Turang,Walbert Ureña,1.0,2B,3:15p,1785698100000.0,False,False
2026-08-02,666182,645261,MIA@NYM,Middle Fastball Crusher,2.28,2.78,0.991,1.044,0.953,2.047,8.9,1028,Bo Bichette,Sandy Alcántara,3.0,3B,1:40p,1785692400000.0,False,False
2026-08-02,667472,656605,PIT@CIN,Middle Slider Crusher,2.21,2.76,1.011,0.996,1.093,2.195,8.8,1040,Dane Myers,Mitch Keller,6.0,CF,1:40p,1785692400000.0,False,False
2026-08-02,694497,663567,TEX@HOU,Middle Fastball Crusher (LH),2.72,2.69,1.004,1.0,0.912,2.194,8.8,1040,Evan Carter,Peter Lambert,6.0,CF,2:10p,1785694200000.0,False,False
2026-08-02,678391,702275,WSH@ATL,Oppo Fastball Hunter (LH),1.88,3.51,1.0,1.032,1.065,2.372,8.7,1052,Jorbit Vivas,Jr Ritchie,8.0,3B,1:35p,1785692100000.0,False,False
2026-08-02,606192,687562,BOS@LAD,Middle Fastball Crusher,3.24,2.36,1.001,1.0,0.9,2.255,8.6,1065,Teoscar Hernández,Jake Bennett,7.0,LF,7:20p,1785712800000.0,True,False
2026-08-02,657757,694738,SF@SD,Middle Fastball Crusher (LH),3.65,2.01,1.002,1.02,0.917,2.252,8.6,1066,Gavin Sheets,Landen Roupp,7.0,RF,4:10p,1785701400000.0,False,False
2026-08-02,678662,607625,KC@COL,Middle Slider Crusher,2.35,2.9,0.963,1.034,1.117,2.488,8.6,1058,Ezequiel Tovar,Seth Lugo,9.0,SS,3:10p,1785697800000.0,False,False
2026-08-02,663647,656605,PIT@CIN,Inside Breaking Ball Specialist,2.39,2.76,1.012,0.996,1.093,2.378,8.3,1110,Ke'Bryan Hayes,Mitch Keller,9.0,3B,1:40p,1785692400000.0,False,False
2026-08-02,701538,694738,SF@SD,Middle Fastball Crusher (LH),3.25,2.01,1.002,1.02,0.917,2.003,8.3,1103,Jackson Merrill,Landen Roupp,5.0,CF,4:10p,1785701400000.0,False,False
2026-08-02,669397,677958,TEX@HOU,Middle Fastball Crusher,2.04,3.0,1.034,1.0,1.04,2.152,7.9,1167,Nick Allen,Kumar Rocker,8.0,SS,2:10p,1785694200000.0,False,False
2026-08-02,665804,543037,NYY@CHC,Middle Slider Crusher,2.22,3.63,0.978,0.962,0.9,2.238,7.8,1184,Miguel Amaya,Gerrit Cole,9.0,C,2:20p,1785694800000.0,False,False
2026-08-02,663743,641743,CWS@TB,Inside Breaking Ball Specialist,2.04,3.01,1.0,1.0,1.095,2.205,7.7,1203,Nick Fortes,Anthony Kay,9.0,C,1:40p,1785692400000.0,False,False
2026-08-02,663586,676917,WSH@ATL,High Zone Fastball Hitter,2.77,2.23,1.004,1.032,0.983,2.061,7.6,1220,Austin Riley,Cade Cavalli,8.0,3B,1:35p,1785692100000.0,False,False
2026-08-02,643289,676917,WSH@ATL,Oppo Fastball Hunter,2.47,2.23,1.009,1.032,0.983,1.846,7.4,1247,Mauricio Dubón,Cade Cavalli,6.0,LF,1:35p,1785692100000.0,False,False
2026-08-02,666397,607625,KC@COL,Middle Slider Crusher (LH),1.73,2.9,0.966,1.034,1.117,1.832,7.0,1324,Edouard Julien,Seth Lugo,7.0,2B,3:10p,1785697800000.0,False,False
2026-08-02,593871,645261,MIA@NYM,Middle Fastball Crusher (LH),2.01,2.78,0.99,1.044,0.953,1.802,6.6,1405,Jorge Polanco,Sandy Alcántara,8.0,DH,1:40p,1785692400000.0,False,False
2026-08-02,663538,543037,NYY@CHC,Middle Fastball Crusher,1.6,3.63,0.978,0.962,0.9,1.615,6.5,1435,Nico Hoerner,Gerrit Cole,6.0,2B,2:20p,1785694800000.0,False,False
2026-08-02,663656,687562,BOS@LAD,Middle Fastball Crusher (LH),2.3,2.36,0.996,1.0,0.9,1.593,6.4,1456,Kyle Tucker,Jake Bennett,6.0,RF,7:20p,1785712800000.0,True,False
2026-08-02,661388,700712,MIL@LAA,Middle Fastball Crusher,2.45,1.92,1.003,1.047,0.9,1.456,6.3,1478,William Contreras,Walbert Ureña,4.0,C,3:15p,1785698100000.0,False,False
